,Enzyme Common Name,,EnzymeId
14047,guanylate cyclase activity,primary,1150
14048,oxygen transporter activity,primary,
14049,arginine-tRNA ligase activity,primary,1427
14050,protein binding//zinc ion binding,primary,
14051,ORF,primary,
14052,binding,primary,
14053,GTPase activity,primary,1171
14054,ORF,primary,
14055,ORF,primary,
14056,ORF,primary,
14057,chromatin binding,primary,
14058,"ATPase activity, coupled",primary,641
14059,high-density lipoprotein binding,primary,
14060,ORF,primary,
14061,RNA binding,primary,
14062,ORF,primary,
14063,benzodiazepine receptor activity,primary,
14064,ORF,primary,
14065,ORF,primary,
14066,ORF,primary,
14067,ORF,primary,
14068,ORF,primary,
14069,protein tyrosine kinase activity//ATP binding//protein binding,primary,
14070,double-stranded RNA binding,primary,
14071,zinc ion binding//nucleic acid binding,primary,
14072,glucuronosyltransferase activity,primary,527
14073,protein serine/threonine kinase activity,primary,1451
14074,ORF,primary,
14075,triacylglycerol lipase activity,primary,309
14076,protein binding,primary,
14077,protein serine/threonine kinase activity,primary,1451
14078,DNA binding//zinc ion binding,primary,
14079,ORF,primary,
14080,DNA-directed RNA polymerase activity,primary,1393
14081,ubiquinol-cytochrome-c reductase activity,primary,1537
14082,ORF,primary,
14083,GTPase activator activity,primary,1171
14084,ORF,primary,
14085,neuropeptide hormone activity,primary,
14086,ORF,primary,
14087,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity,primary,1251
14088,hydroxymethylglutaryl-CoA reductase (NADPH) activity,primary,83
14089,pyrimidodiazepine synthase activity,primary,1043
14090,small conjugating protein ligase activity,primary,1480
14091,RNA-directed DNA polymerase activity,primary,1381
14092,protein binding,primary,
14093,ORF,primary,
14094,protein tyrosine kinase activity,primary,
14095,"transferase activity, transferring hexosyl groups",primary,
14096,single-stranded DNA binding//DNA binding//transcription corepressor activity,primary,
14097,oxidoreductase activity,primary,
14098,ORF,primary,
14099,trypsin activity,primary,823
14100,protein-S-isoprenylcysteine O-methyltransferase activity,primary,52
14101,ATP binding//oxidoreductase activity//mRNA binding//aminoacyl-tRNA ligase activity//nucleic acid binding,primary,
14102,phospholipase C activity,primary,1082
14103,ORF,primary,
14104,tubulin-tyrosine ligase activity,primary,1504
14105,binding,primary,
14106,ORF,primary,
14107,Rho guanyl-nucleotide exchange factor activity//signal transducer activity,primary,
14108,ORF,primary,
14109,ORF,primary,
14110,ORF,primary,
14111,ORF,primary,
14112,DNA binding,primary,
14113,ORF,primary,
14114,ubiquitin-protein ligase activity,primary,1480
14115,ORF,primary,
14116,ORF,primary,
14117,carboxylesterase activity,primary,1121
14118,G-protein coupled receptor activity,primary,
14119,binding,primary,
14120,ORF,primary,
14121,small conjugating protein ligase activity,primary,
14122,histone deacetylase activity,primary,1471
14123,galactosyltransferase activity,primary,357
14124,G-protein coupled receptor activity//neuropeptide receptor activity//rhodopsin-like receptor activity,primary,
14125,structural constituent of ribosome,primary,
14126,ORF,primary,
14127,GTPase activity,primary,1353
14128,sequence-specific DNA binding//protein heterodimerization activity,primary,
14129,ORF,primary,
14130,glutathione peroxidase activity,primary,505
14131,chymotrypsin activity,primary,162
14132,ORF,primary,
14133,protein binding,primary,
14134,oxygen transporter activity,primary,776
14135,ORF,primary,
14136,ORF,primary,
14137,transcription factor activity//zinc ion binding,primary,
14138,ORF,primary,
14139,NAD+ synthase (glutamine-hydrolyzing) activity,primary,1120
14140,carboxylesterase activity,primary,1121
14141,protein binding//RNA polymerase II transcription factor activity,primary,
14142,glutathione transferase activity,primary,650
14143,ORF,primary,
14144,protein kinase activity//ATP binding,primary,
14145,ORF,primary,
14146,zinc ion binding//nucleic acid binding,primary,
14147,zinc ion binding,primary,
14148,ORF,primary,
14149,electron carrier activity//ecdysteroid 22-hydroxylase activity//heme binding//iron ion binding,primary,
14150,zinc ion binding,primary,
14151,ORF,primary,
14152,ORF,primary,
14153,ORF,primary,
14154,ORF,primary,
14155,structural constituent of chitin-based cuticle,primary,
14156,SNARE binding,primary,
14157,hydrolase activity,primary,
14158,1-phosphatidylinositol-3-kinase activity,primary,931
14159,peptidyl-prolyl cis-trans isomerase activity,primary,366
14160,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,
14161,neurotransmitter:sodium symporter activity,primary,
14162,ORF,primary,
14163,binding,primary,
14164,ORF,primary,
14165,ORF,primary,
14166,binding,primary,
14167,protein tyrosine kinase activity//ATP binding,primary,
14168,ORF,primary,
14169,protein binding//zinc ion binding,primary,
14170,catalytic activity,primary,
14171,electron carrier activity//protein disulfide oxidoreductase activity,primary,
14172,ORF,primary,
14173,glycerol-3-phosphate dehydrogenase (NAD+) activity,primary,616
14174,trypsin activity,primary,823
14175,ORF,primary,
14176,binding,primary,
14177,extracellular-glutamate-gated ion channel activity,primary,
14178,olfactory receptor activity//odorant binding,primary,
14179,ORF,primary,
14180,sequence-specific DNA binding//specific RNA polymerase II transcription factor activity//transcription factor activity,primary,
14181,ORF,primary,
14182,unfolded protein binding//heat shock protein binding,primary,
14183,ORF,primary,
14184,peptidyl-prolyl cis-trans isomerase activity,primary,366
14185,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,
14186,ORF,primary,
14187,nucleotide binding,primary,1384
14188,ORF,primary,
14189,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,
14190,olfactory receptor activity//odorant binding,primary,
14191,nucleotide binding//mRNA binding//nucleic acid binding,primary,
14192,protein binding//zinc ion binding,primary,
14193,ORF,primary,
14194,DNA-directed DNA polymerase activity,primary,1430
14195,ORF,primary,
14196,glutathione transferase activity,primary,650
14197,neurotransmitter:sodium symporter activity,primary,
14198,electron carrier activity//heme binding//iron ion binding//ecdysteroid 2-hydroxylase activity,primary,
14199,olfactory receptor activity//odorant binding,primary,
14200,transporter activity,primary,
14201,serine-type endopeptidase activity,primary,
14202,chitin binding//sugar binding//protein homodimerization activity,primary,
14203,ATP binding//aminoacyl-tRNA ligase activity,primary,
14204,ORF,primary,
14205,chromatin binding//chaperone binding//zinc ion binding,primary,
14206,ORF,primary,
14207,GTPase activator activity/vesicle-releasing,primary,898
14208,ORF,primary,
14209,DNA binding//zinc ion binding//nucleic acid binding,primary,
14210,ORF,primary,
14211,phosphopantetheine binding//RNA polymerase II transcription factor activity//zinc ion binding,primary,
14212,Ras GTPase activator activity,primary,
14213,nucleotide binding//mRNA binding,primary,
14214,ubiquitin thiolesterase activity,primary,1532
14215,ORF,primary,
14216,ORF,primary,
14217,ubiquitin-protein ligase activity,primary,1480
14218,carbohydrate binding//microtubule binding//protein phosphatase 1 binding//catalytic activity//actin binding//actin filament binding,primary,
14219,ORF,primary,
14220,ORF,primary,
14221,ORF,primary,
14222,voltage-gated potassium channel activity,primary,1257
14223,transcription factor activity,primary,
14224,trypsin activity,primary,823
14225,ORF,primary,
14226,sphingomyelin phosphodiesterase activity,primary,1263
14227,zinc ion binding,primary,
14228,trypsin activity,primary,823
14229,ORF,primary,
14230,G-protein coupled receptor activity//rhodopsin-like receptor activity,primary,
14231,structural constituent of ribosome,primary,
14232,ORF,primary,
14233,trypsin activity,primary,823
14234,serine-type endopeptidase inhibitor activity,primary,
14235,double-stranded RNA binding//protein binding//chromatin binding,primary,
14236,procollagen-proline 4-dioxygenase activity,primary,833
14237,calcium-transporting ATPase activity,primary,500
14238,phospholipase A2 activity,primary,218
14239,ORF,primary,
14240,ATP-dependent helicase activity,primary,641
14241,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines//metal ion binding",primary,
14242,diacylglycerol kinase activity,primary,1003
14243,gap junction channel activity,primary,
14244,unfolded protein binding//heat shock protein binding,primary,
14245,protein serine/threonine kinase activity,primary,1451
14246,ORF,primary,
14247,ORF,primary,
14248,DNA-directed RNA polymerase activity,primary,1393
14249,oligosaccharyl transferase activity,primary,1470
14250,olfactory receptor activity//odorant binding,primary,
14251,ryanodine-sensitive calcium-release channel activity,primary,
14252,olfactory receptor activity//odorant binding,primary,
14253,nuclease activity,primary,
14254,secondary active organic cation transmembrane transporter activity,primary,
14255,ORF,primary,
14256,GTP binding,primary,
14257,guanylate cyclase activity,primary,1150
14258,ORF,primary,
14259,binding,primary,
14260,olfactory receptor activity//odorant binding,primary,
14261,adenosine kinase activity,primary,825
14262,ORF,primary,
14263,ORF,primary,
14264,stearoyl-CoA 9-desaturase activity,primary,1481
14265,zinc ion binding,primary,
14266,negative transcription elongation factor activity//RNA binding,primary,
14267,transmembrane receptor protein tyrosine kinase activity,primary,1066
14268,GTPase activity,primary,1171
14269,neuropeptide hormone activity,primary,
14270,protein binding,primary,
14271,ORF,primary,
14272,ORF,primary,
14273,ORF,primary,
14274,ORF,primary,
14275,binding,primary,
14276,ORF,primary,
14277,ATP binding,primary,
14278,ORF,primary,
14279,DNA-directed DNA polymerase activity,primary,1384
14280,ORF,primary,
14281,ORF,primary,
14282,phospholipase C activity,primary,1082
14283,protein tyrosine phosphatase activity,primary,1490
14284,protein binding,primary,
14285,structural constituent of ribosome,primary,
14286,transporter activity//sodium-dependent multivitamin transmembrane transporter activity,primary,
14287,cathepsin B activity,primary,895
14288,RNA binding,primary,
14289,ORF,primary,
14290,ATP-dependent helicase activity,primary,641
14291,binding//oxidative phosphorylation uncoupler activity//transmembrane transporter activity,primary,
14292,ORF,primary,
14293,nucleotide binding//nucleic acid binding,primary,
14294,ORF,primary,
14295,ORF,primary,
14296,Rab GTPase activator activity,primary,
14297,ORF,primary,
14298,sodium:potassium:chloride symporter activity,primary,
14299,poly-glutamine tract binding,primary,
14300,ORF,primary,
14301,ORF,primary,
14302,protein dimerization activity//DNA binding,primary,
14303,ORF,primary,
14304,ORF,primary,
14305,ORF,primary,
14306,ORF,primary,
14307,ORF,primary,
14308,ORF,primary,
14309,ORF,primary,
14310,cell adhesion molecule binding//receptor activity//calcium ion binding,primary,
14311,receptor activity,primary,
14312,odorant binding,primary,
14313,ORF,primary,
14314,protein transmembrane transporter activity//protein transporter activity//protein binding,primary,
14315,ORF,primary,
14316,ubiquitin-protein ligase activity,primary,1480
14317,sodium channel activity,primary,
14318,ORF,primary,
14319,ORF,primary,
14320,protein binding//mRNA binding//dynein binding//signal transducer activity,primary,
14321,ORF,primary,
14322,carboxylesterase activity,primary,1121
14323,ORF,primary,
14324,ORF,primary,
14325,1-phosphatidylinositol 4-kinase activity,primary,1224
14326,transcription factor activity//zinc ion binding,primary,
14327,Rab GTPase activator activity,primary,
14328,ORF,primary,
14329,triacylglycerol lipase activity,primary,309
14330,serine-type peptidase activity//serine-type endopeptidase activity,primary,
14331,NADH dehydrogenase (ubiquinone) activity,primary,32
14332,Ran guanyl-nucleotide exchange factor activity//chromatin binding,primary,
14333,"oxidoreductase activity, acting on CH-OH group of donors//binding",primary,
14334,serine-type endopeptidase activity,primary,
14335,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,1338
14336,structural constituent of adult chitin-based cuticle//structural constituent of chitin-based cuticle,primary,
14337,protein binding,primary,
14338,fructose transmembrane transporter activity,primary,
14339,ORF,primary,
14340,protein transmembrane transporter activity//binding,primary,
14341,long-chain-fatty-acid-CoA ligase activity,primary,987
14342,microtubule binding,primary,
14343,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,
